Instructor,Last Name,First Name,Course,Quarter,Year,Total Enrolled in Course,Total CAPEs Given,Percentage Recommended Class,% Recommend Class,Percentage Recommended Professor,% Recommend Instructor,Study Hours per Week,Average Grade Expected,GPA Expected,Average Grade Received,GPA Received,Evalulation URL
Campbell Robert Harold,Campbell,Robert,MGT 105 - Product Promotion & Brand Mgt (A),FA20,2020,148,100,0.98,98,0.92,92,4.58,A- (3.78),3.78,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016618
Eberhard Craig A,Eberhard,Craig,MGT 106 - Sales and Sales Management (A),FA20,2020,80,73,0.944,94.4,0.931,93.1,4.39,B+ (3.51),3.51,B+ (3.52),3.52,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016619
Zimmermann Carsten,Zimmermann,Carsten,MGT 112 - Global Business Strategy (A),FA20,2020,78,70,0.871,87.1,0.871,87.1,4.59,B+ (3.50),3.5,B+ (3.47),3.47,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016620
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (B),FA20,2020,21,8,1,100,1,100,6,A- (3.75),3.75,B+ (3.38),3.38,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024462
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (C),FA20,2020,11,5,0.8,80,1,100,8.9,A (4.00),4,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024463
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (D),FA20,2020,76,72,0.875,87.5,0.889,88.9,5.75,B+ (3.56),3.56,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024464
Pecore Joseph P.,Pecore,Joseph,MGT 12 - Personal Financial Management (A),FA20,2020,95,85,0.976,97.6,0.965,96.5,3.25,B+ (3.45),3.45,B+ (3.36),3.36,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016598
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 12 - Personal Financial Management (B),FA20,2020,105,83,0.976,97.6,0.988,98.8,3.68,A- (3.83),3.83,A- (3.85),3.85,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016599
Klaas Jeffrey David,Klaas,Jeffrey,MGT 121A - Innovation to Market A (A),FA20,2020,74,64,0.813,81.3,0.781,78.1,5.47,B+ (3.42),3.42,B+ (3.63),3.63,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016622
Houskeeper Robert,Houskeeper,Robert,MGT 131A - Intermediate Accounting A (A),FA20,2020,90,76,0.934,93.4,0.934,93.4,5.3,B+ (3.58),3.58,B (3.20),3.2,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016623
Blakley Bruce,Blakley,Bruce,MGT 132 - Auditing (A),FA20,2020,88,38,0.944,94.4,0.917,91.7,5.5,B+ (3.53),3.53,A- (3.91),3.91,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016624
Houskeeper Robert,Houskeeper,Robert,MGT 134 - Federal Taxation-Individuals (A),FA20,2020,33,25,1,100,0.96,96,5.7,A- (3.79),3.79,A- (3.70),3.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016625
Anderson John Charles,Anderson,John,MGT 135 - Federal Taxation-Companies (A),FA20,2020,85,77,0.961,96.1,0.987,98.7,4.94,B+ (3.35),3.35,B+ (3.31),3.31,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016626
Perols Johan Lars,Perols,Johan,MGT 139 - Accounting Information Systems (A),FA20,2020,19,11,0.9,90,0.9,90,5.9,B (3.22),3.22,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024465
Perols Johan Lars,Perols,Johan,MGT 153 - Business Analytics (A),FA20,2020,57,22,0.85,85,0.95,95,7.74,B (3.26),3.26,B (3.14),3.14,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016627
Phiroz Zal Navroze,Phiroz,Zal,MGT 153 - Business Analytics (B),FA20,2020,75,31,0.9,90,0.967,96.7,5.03,B+ (3.52),3.52,B+ (3.38),3.38,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024466
Phiroz Zal Navroze,Phiroz,Zal,MGT 153 - Business Analytics (C),FA20,2020,73,36,0.706,70.6,0.706,70.6,7.21,B+ (3.32),3.32,B+ (3.43),3.43,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024467
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (A),FA20,2020,101,89,0.966,96.6,0.898,89.8,3.89,B+ (3.70),3.7,B+ (3.42),3.42,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016600
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (B),FA20,2020,111,93,0.903,90.3,0.892,89.2,4.09,B+ (3.68),3.68,B (3.28),3.28,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016601
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 16 - Personal Ethics at Work (C),FA20,2020,95,78,1,100,1,100,3.54,A- (3.97),3.97,A- (3.85),3.85,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016602
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 16 - Personal Ethics at Work (D),FA20,2020,96,84,1,100,0.988,98.8,3.9,A- (3.85),3.85,A- (3.85),3.85,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016603
Demill Burritt,Demill,Burritt,MGT 162 - Negotiation (A),FA20,2020,53,49,0.979,97.9,0.979,97.9,3.1,A- (3.78),3.78,B+ (3.67),3.67,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024468
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),FA20,2020,78,39,0.895,89.5,0.921,92.1,5.82,B+ (3.45),3.45,B- (2.82),2.82,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016628
Meyer Alison Bloomfield,Meyer,Alison,MGT 164 - Business and Org Leadership (B),FA20,2020,83,73,0.918,91.8,0.945,94.5,5.05,B+ (3.68),3.68,B+ (3.60),3.6,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016629
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (A),FA20,2020,39,36,0.917,91.7,0.861,86.1,6,B (3.03),3.03,B- (2.87),2.87,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016630
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (B),FA20,2020,51,49,0.896,89.6,0.896,89.6,5.38,B (3.15),3.15,B (3.03),3.03,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016631
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (C),FA20,2020,28,26,0.808,80.8,0.769,76.9,5.35,B (3.08),3.08,B- (2.79),2.79,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016632
Demill Burritt,Demill,Burritt,MGT 166 - Corp Social Responsibility (D),FA20,2020,75,74,0.932,93.2,0.986,98.6,4.82,B+ (3.58),3.58,B+ (3.56),3.56,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024469
Jacob Jo Dee C,Jacob,Jo,MGT 167 - Social Entrepreneurship (A),FA20,2020,81,56,0.927,92.7,0.945,94.5,5.29,A- (3.75),3.75,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016633
Phiroz Zal Navroze,Phiroz,Zal,MGT 171 - Operations Management (A),FA20,2020,65,24,0.87,87,0.957,95.7,5.54,B+ (3.43),3.43,B+ (3.44),3.44,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024470
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (A),FA20,2020,93,37,0.889,88.9,0.972,97.2,5.01,A- (3.75),3.75,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016634
Royal Rebecca,Royal,Rebecca,MGT 172 - Business Project Management (A),FA20,2020,93,37,0.889,88.9,0.944,94.4,5.01,A- (3.75),3.75,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016634A
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (B),FA20,2020,79,36,0.914,91.4,0.943,94.3,4.56,A- (3.79),3.79,A- (3.70),3.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016635
Zimmermann Carsten,Zimmermann,Carsten,MGT 172 - Business Project Management (C),FA20,2020,44,36,0.889,88.9,0.917,91.7,5.22,B+ (3.53),3.53,B+ (3.45),3.45,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016636
Hayes Sherry Lorine,Hayes,Sherry,MGT 173 - Project Mgt- Health Services (A),FA20,2020,88,83,0.976,97.6,0.988,98.8,5.39,A- (3.84),3.84,A- (3.92),3.92,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016637
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),FA20,2020,83,41,0.846,84.6,0.872,87.2,3.78,A- (3.82),3.82,B+ (3.34),3.34,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016604
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (B),FA20,2020,83,39,0.972,97.2,1,100,4.07,A- (3.71),3.71,B (3.28),3.28,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016605
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (C),FA20,2020,82,32,0.906,90.6,1,100,3.63,A- (3.70),3.7,B (3.24),3.24,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016606
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (D),FA20,2020,76,36,0.906,90.6,0.969,96.9,4.56,B+ (3.58),3.58,B (3.04),3.04,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016607
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (E),FA20,2020,82,40,0.872,87.2,0.923,92.3,4.39,B+ (3.67),3.67,B (3.19),3.19,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016608
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (A),FA20,2020,110,106,0.868,86.8,0.925,92.5,5.63,B (3.17),3.17,B- (2.70),2.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016638
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (B),FA20,2020,96,92,0.891,89.1,0.935,93.5,6.26,B (3.24),3.24,B- (2.81),2.81,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016639
Bliss Barbara Ann,Bliss,Barbara,MGT 181 - Enterprise Finance (C),FA20,2020,110,98,0.98,98,1,100,5.85,B+ (3.64),3.64,B+ (3.44),3.44,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016640
Buchanan Harold G,Buchanan,Harold,MGT 183 - Financial Investments (A),FA20,2020,77,75,0.853,85.3,0.92,92,6.34,B+ (3.58),3.58,B+ (3.38),3.38,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024471
Dunn Louis Jean,Dunn,Louis,MGT 185 - Investment Banking (A),FA20,2020,21,3,1,100,1,100,5.83,B (3.00),3,B+ (3.52),3.52,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016641
Dunn Louis Jean,Dunn,Louis,MGT 187 - New Venture Finance (A),FA20,2020,82,27,1,100,0.962,96.2,4.42,B+ (3.69),3.69,B+ (3.47),3.47,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016642
Wagner Timothy Ryan,Wagner,Timothy,MGT 3 - Quant Methods in Business (A),FA20,2020,76,25,1,100,1,100,4.95,B+ (3.67),3.67,B+ (3.37),3.37,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016596
Levkoff Steven B.,Levkoff,Steven,MGT 4 - Financial Accounting (A),FA20,2020,10,3,1,100,1,100,3.5,C+ (2.50),2.5,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=021942
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),FA20,2020,95,88,0.898,89.8,0.955,95.5,6.02,B (3.16),3.16,B (3.02),3.02,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016609
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (B),FA20,2020,103,92,0.88,88,0.957,95.7,6.46,B (3.27),3.27,B (3.14),3.14,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016610
Houskeeper Robert,Houskeeper,Robert,MGT 5 - Managerial Accounting (A),FA20,2020,155,110,0.945,94.5,0.927,92.7,5.01,B+ (3.54),3.54,B+ (3.34),3.34,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016597
Deal Jennifer Jean,Deal,Jennifer,MGT 52 - Test & Measurement at Work (A),FA20,2020,54,48,0.813,81.3,0.917,91.7,3.75,B+ (3.67),3.67,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=024461
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (A),S220,2020,80,73,0.904,90.4,0.959,95.9,5.92,B+ (3.55),3.55,B (3.25),3.25,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012414
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (A),S220,2020,72,64,0.891,89.1,0.859,85.9,7.25,B+ (3.58),3.58,B+ (3.36),3.36,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012415
Baltes Guido H,Baltes,Guido,MGT 119 - Topics in Business (A),S220,2020,44,34,0.882,88.2,0.912,91.2,5.97,B+ (3.48),3.48,B+ (3.43),3.43,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012416
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 12 - Personal Financial Management (A),S220,2020,87,68,1,100,1,100,4.15,A- (3.83),3.83,A- (3.73),3.73,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=014116
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),S220,2020,59,29,0.893,89.3,0.821,82.1,7.07,B+ (3.68),3.68,B+ (3.44),3.44,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012417
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S220,2020,80,69,0.913,91.3,0.882,88.2,6.93,B (3.27),3.27,B (3.12),3.12,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012418
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),S220,2020,48,45,0.978,97.8,0.933,93.3,7.97,A- (3.73),3.73,A- (3.75),3.75,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012419
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),S220,2020,67,27,0.8,80,0.84,84,7.78,B (3.29),3.29,B (3.05),3.05,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=017244
Chamberlain Travis Dean,Chamberlain,Travis,MGT 18 - Managing Diverse Teams (A),S220,2020,47,32,0.969,96.9,0.969,96.9,5.88,A- (3.86),3.86,B+ (3.53),3.53,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=014117
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (B),S220,2020,30,9,0.875,87.5,0.875,87.5,4.75,A (4.00),4,B- (2.97),2.97,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=017245
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S220,2020,46,40,0.925,92.5,0.95,95,7.45,B+ (3.46),3.46,B (3.27),3.27,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=014115
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),S220,2020,63,48,0.938,93.8,0.979,97.9,7.92,B+ (3.43),3.43,B+ (3.43),3.43,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012413
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (A),S120,2020,82,76,0.908,90.8,0.895,89.5,5.13,B+ (3.50),3.5,B (3.01),3.01,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012055
Henderson Austin Mcmaster,Henderson,Austin,MGT 112 - Global Business Strategy (A),S120,2020,68,45,0.886,88.6,0.932,93.2,6.45,B+ (3.59),3.59,B+ (3.63),3.63,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=014204
Houskeeper Robert,Houskeeper,Robert,MGT 131A - Intermediate Accounting A (A),S120,2020,75,63,0.905,90.5,0.937,93.7,5.42,B (3.23),3.23,C+ (2.69),2.69,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012056
Anderson John Charles,Anderson,John,MGT 132 - Auditing (A),S120,2020,36,35,0.943,94.3,0.943,94.3,6.44,B+ (3.49),3.49,B (3.27),3.27,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012057
Anderson John Charles,Anderson,John,MGT 135 - Federal Taxation-Companies (A),S120,2020,35,30,0.967,96.7,0.967,96.7,6.37,B+ (3.53),3.53,B (3.22),3.22,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012058
McKay Michael J,McKay,Michael,MGT 16 - Personal Ethics at Work (A),S120,2020,62,19,0.947,94.7,0.941,94.1,5.13,B+ (3.58),3.58,B+ (3.40),3.4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012053
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),S120,2020,70,26,0.88,88,0.92,92,7.7,B+ (3.56),3.56,B- (2.99),2.99,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012059
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (A),S120,2020,58,49,0.796,79.6,0.837,83.7,7.44,B (3.25),3.25,B (3.02),3.02,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016995
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (A),S120,2020,85,33,1,100,1,100,7.43,A- (3.83),3.83,A- (3.83),3.83,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012060
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),S120,2020,57,15,0.929,92.9,1,100,4.64,B+ (3.67),3.67,B (3.30),3.3,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012054
Dunn Louis Jean,Dunn,Louis,MGT 181 - Enterprise Finance (A),S120,2020,73,22,0.909,90.9,0.955,95.5,6.95,B+ (3.62),3.62,A- (3.72),3.72,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=017243
Houskeeper Robert,Houskeeper,Robert,MGT 5 - Managerial Accounting (A),S120,2020,95,57,0.947,94.7,0.912,91.2,5.9,B+ (3.58),3.58,B+ (3.35),3.35,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012052
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (A),SP20,2020,16,13,0.846,84.6,0.846,84.6,2.96,A- (3.70),3.7,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004061
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (B),SP20,2020,27,23,0.826,82.6,0.87,87,3.54,B (3.16),3.16,B+ (3.40),3.4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004062
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (C),SP20,2020,73,66,0.894,89.4,0.879,87.9,3.23,B+ (3.64),3.64,B+ (3.64),3.64,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004063
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (D),SP20,2020,75,65,1,100,0.938,93.8,4.34,B+ (3.47),3.47,B+ (3.37),3.37,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004064
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (E),SP20,2020,76,71,0.93,93,0.93,93,4.07,B+ (3.57),3.57,B+ (3.47),3.47,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004065
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (F),SP20,2020,72,65,1,100,0.969,96.9,4.38,B+ (3.59),3.59,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004066
Demill Burritt,Demill,Burritt,MGT 103 - Product Marketing & Management (G),SP20,2020,83,76,0.974,97.4,0.987,98.7,4.53,B+ (3.53),3.53,B+ (3.63),3.63,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004067
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (H),SP20,2020,26,18,0.944,94.4,0.833,83.3,4.5,B+ (3.40),3.4,B (3.29),3.29,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004068
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (I),SP20,2020,36,31,1,100,1,100,3.79,A- (3.76),3.76,A- (3.84),3.84,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004069
Campbell Robert Harold,Campbell,Robert,MGT 105 - Product Promotion & Brand Mgt (A),SP20,2020,118,90,0.933,93.3,0.956,95.6,3.83,B+ (3.62),3.62,B+ (3.44),3.44,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004070
Gershon Rachel M,Gershon,Rachel,MGT 107 - Consumer Behavior (A),SP20,2020,103,42,1,100,1,100,4.55,A- (3.83),3.83,A- (3.96),3.96,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010273
Wilbur Kenneth C,Wilbur,Kenneth,MGT 109 - Topics in Marketing (A),SP20,2020,28,14,1,100,1,100,7.58,A- (3.73),3.73,A (4.00),4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010274
Fuller Robert L.,Fuller,Robert,MGT 112 - Global Business Strategy (A),SP20,2020,79,34,0.882,88.2,0.853,85.3,6.03,B+ (3.70),3.7,A- (3.73),3.73,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004071
Fuller Robert L.,Fuller,Robert,MGT 112 - Global Business Strategy (B),SP20,2020,74,34,0.848,84.8,0.879,87.9,7.56,B+ (3.64),3.64,A- (3.84),3.84,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004072
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (C),SP20,2020,37,16,0.933,93.3,0.867,86.7,6.63,A- (3.80),3.8,A- (3.84),3.84,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004073
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (D),SP20,2020,17,3,0.667,66.7,0.667,66.7,7.17,A (4.00),4,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004074
Zimmermann Carsten,Zimmermann,Carsten,MGT 112 - Global Business Strategy (E),SP20,2020,79,63,0.937,93.7,0.937,93.7,4.25,B+ (3.68),3.68,B+ (3.62),3.62,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004075
Kim Nancy Sun Kyung,Kim,Nancy,MGT 117 - Business Law (A),SP20,2020,71,59,1,100,0.983,98.3,4.81,B+ (3.61),3.61,B+ (3.52),3.52,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010275
Davis Kathleen Ann,Davis,Kathleen,MGT 119 - Topics in Business (A),SP20,2020,47,20,0.895,89.5,0.895,89.5,3.97,A (4.00),4,A- (3.98),3.98,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010276
Moran Cathleen L.,Moran,Cathleen,MGT 119 - Topics in Business (B),SP20,2020,18,14,0.923,92.3,1,100,5.58,A- (3.75),3.75,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010277
Pecore Joseph P.,Pecore,Joseph,MGT 12 - Personal Financial Management (A),SP20,2020,107,45,0.86,86,0.854,85.4,3.18,B+ (3.45),3.45,B+ (3.53),3.53,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004042
Pecore Joseph P.,Pecore,Joseph,MGT 12 - Personal Financial Management (B),SP20,2020,111,44,0.907,90.7,0.756,75.6,3.07,A- (3.75),3.75,B+ (3.44),3.44,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004043
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 12 - Personal Financial Management (C),SP20,2020,100,84,1,100,1,100,3.21,A- (3.81),3.81,A- (3.87),3.87,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004044
Klaas Jeffrey David,Klaas,Jeffrey,MGT 121A - Innovation to Market A (A),SP20,2020,74,60,0.867,86.7,0.9,90,6,B+ (3.55),3.55,B+ (3.69),3.69,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004076
Krishnan Viswanathan,Krishnan,Viswanathan,MGT 128R - Business Innovation & Growth (A),SP20,2020,80,56,0.875,87.5,0.929,92.9,5.37,B+ (3.46),3.46,B+ (3.60),3.6,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010278
Houskeeper Robert,Houskeeper,Robert,MGT 131A - Intermediate Accounting A (A),SP20,2020,62,27,0.926,92.6,0.889,88.9,5.46,B+ (3.50),3.5,B+ (3.54),3.54,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004077
Houskeeper Robert,Houskeeper,Robert,MGT 131B - Intermediate Accounting B (A),SP20,2020,77,35,0.941,94.1,0.912,91.2,4.91,B+ (3.67),3.67,B+ (3.56),3.56,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004078
Blakley Bruce,Blakley,Bruce,MGT 132 - Auditing (A),SP20,2020,63,30,0.966,96.6,0.966,96.6,4.71,B+ (3.48),3.48,A- (3.90),3.9,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004079
Pecore Joseph P.,Pecore,Joseph,MGT 133 - Advanced Cost Accounting (A),SP20,2020,38,15,0.667,66.7,0.6,60,6.77,B+ (3.44),3.44,B+ (3.50),3.5,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004080
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),SP20,2020,74,68,0.985,98.5,1,100,5.37,B+ (3.67),3.67,A- (3.96),3.96,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004081
Anderson John Charles,Anderson,John,MGT 147 - Not-for-profit & Govt Acct (A),SP20,2020,42,30,0.933,93.3,0.933,93.3,5.63,B+ (3.57),3.57,B+ (3.60),3.6,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004082
Perols Johan Lars,Perols,Johan,MGT 153 - Business Analytics (A),SP20,2020,73,16,0.875,87.5,0.938,93.8,7.13,A- (3.70),3.7,B+ (3.58),3.58,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004083
Bliss Barbara Ann,Bliss,Barbara,MGT 158 - Real Estate & the Tech Sector (A),SP20,2020,38,31,0.935,93.5,0.935,93.5,5.15,B+ (3.63),3.63,A- (3.76),3.76,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010267
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (A),SP20,2020,99,82,0.988,98.8,1,100,4.03,A- (3.76),3.76,B+ (3.55),3.55,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004045
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (B),SP20,2020,81,67,0.985,98.5,0.925,92.5,3.84,A- (3.77),3.77,A- (3.70),3.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004046
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 16 - Personal Ethics at Work (C),SP20,2020,97,83,1,100,1,100,3.5,A- (3.84),3.84,A- (3.85),3.85,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004047
Buchanan Harold G,Buchanan,Harold,MGT 16 - Personal Ethics at Work (D),SP20,2020,42,37,0.973,97.3,1,100,3.09,A- (3.76),3.76,B+ (3.52),3.52,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004048
